birth_year,gender,x102,x103,x104,x108,x109,x113,x114,x118,x119,x130,x140,x210,x258,x323
51,1,1,1,2,2,4,2,4,5,1,12,1,17,1,37
32,2,1,1,1,2,3,2,1,2,1,10,1,30,3,27
46,1,1,1,1,6,4,2,1,4,1,17,3,13,1,60
25,2,1,1,1,2,6,2,1,2,1,8,1,43,NA,35
44,1,1,1,1,2,5,2,1,5,1,8,1,24,1,65
48,2,3,1,2,8,0,1,4,5,1,9,1,6,1,33
40,1,1,1,1,3,2,3,3,3,1,11,1,NA,1,72
43,2,1,1,2,6,4,1,3,3,1,13,1,20,1,60
64,1,1,1,1,6,2,3,3,3,1,12,3,2,1,22
28,2,1,1,1,1,2,1,1,2,1,15,1,21,1,78
43,1,3,1,2,6,5,5,4,3,1,14,1,18,1,66
65,2,1,1,3,2,2,2,3,3,1,11,3,2,1,28
42,1,1,1,1,5,5,4,1,5,1,14,1,21,1,70
40,1,1,1,1,2,7,4,1,4,1,10,1,26,1,47
42,2,1,1,1,6,5,6,1,2,1,11,1,22,1,43
38,2,1,1,1,2,8,2,1,5,1,10,1,17,1,59
47,1,1,1,1,6,5,4,1,4,1,14,1,15,1,53
48,2,1,1,1,4,7,2,1,4,1,13,1,15,1,41
36,1,1,1,1,2,4,1,1,5,1,12,1,30,1,53
37,2,1,1,1,2,6,2,4,5,1,15,1,16,1,44
38,2,1,1,1,2,2,5,1,3,1,16,3,13,1,72
53,2,4,2,1,2,1,4,3,2,1,11,1,12,1,48
40,1,4,2,1,1,8,4,1,1,1,13,1,26,1,48
45,2,4,2,1,6,4,6,1,1,1,14,1,20,1,74
38,1,1,1,1,2,8,2,1,5,1,9,1,29,1,81
44,2,1,1,1,3,8,2,1,5,1,8,1,9,1,32
39,1,1,1,3,2,4,1,4,5,1,11,2,27,1,68
46,2,1,1,1,2,5,2,1,5,1,9,2,20,1,52
46,1,1,1,1,4,5,2,3,5,1,13,2,20,1,47
43,2,1,1,1,1,2,1,1,2,1,11,2,20,1,44
44,2,1,1,1,2,5,2,1,3,1,10,1,22,1,41
43,1,1,1,1,2,7,2,4,5,1,11,1,25,1,64
62,2,2,2,2,8,6,8,2,5,1,10,2,4,1,33
37,1,1,1,1,2,2,2,1,3,1,14,1,27,2,76
45,2,1,1,1,5,4,2,4,4,1,11,1,22,1,52
49,1,1,1,1,3,4,4,2,5,1,14,1,17,1,54
49,2,1,1,1,5,4,4,1,5,1,11,1,17,1,43
31,1,4,2,1,2,1,2,1,1,1,9,1,33,1,46
32,2,4,2,1,3,1,1,1,1,1,8,1,31,1,37
46,2,1,1,1,2,1,3,1,2,1,10,1,20,1,48
55,1,1,1,1,2,2,2,1,5,1,12,2,12,1,40
53,2,1,1,1,5,5,2,1,3,1,11,2,14,1,32
33,2,1,1,1,4,3,3,3,4,1,16,3,32,1,81
57,1,1,1,1,2,6,2,2,3,1,16,2,2,1,44
32,2,1,1,1,2,6,4,2,3,1,8,1,36,1,38
46,1,1,1,1,2,4,2,2,5,1,14,1,16,1,62
45,2,1,1,1,2,8,2,1,5,1,8,1,16,1,25
51,1,1,1,1,6,5,4,1,3,1,18,1,16,1,64
50,1,1,1,1,6,4,6,2,5,1,28,1,9,1,59
56,1,1,1,1,4,5,4,2,5,1,14,3,13,1,52
60,2,1,1,1,2,8,2,4,5,1,10,2,7,1,41
51,1,1,1,6,2,4,2,4,2,1,13,2,16,1,47
59,2,1,1,1,2,8,2,3,5,1,11,3,6,1,48
25,2,1,1,9,5,4,8,3,3,1,12,3,39,1,44
19,2,1,1,1,3,5,4,1,5,1,12,1,41,1,52
64,2,1,1,2,5,4,5,4,5,1,13,3,4,1,34
42,2,1,1,1,5,4,4,2,5,1,14,3,15,1,38
61,2,4,2,1,2,1,3,1,1,1,12,3,5,1,38
52,1,1,1,1,5,7,2,4,5,1,19,1,10,1,53
64,2,1,1,1,3,4,3,1,5,1,11,2,4,1,29
34,2,1,1,2,8,0,2,4,3,1,8,2,33,1,54
50,1,1,1,3,2,1,4,4,5,1,14,1,18,NA,55
54,2,1,1,1,2,4,2,1,4,1,9,1,6,1,38
49,1,1,1,3,6,5,4,4,5,1,15,1,18,1,51
51,2,1,1,2,3,8,2,3,5,1,9,1,17,1,45
54,1,1,1,1,2,2,4,2,5,1,14,1,8,1,43
60,2,1,1,1,6,2,6,1,2,1,14,3,8,1,38
29,2,1,1,1,4,4,2,1,5,1,11,1,22,1,36
21,1,1,1,1,6,4,4,1,5,1,15,1,29,1,47
18,2,1,1,1,3,2,3,4,5,1,11,1,33,1,42
50,1,1,1,1,5,5,2,2,5,1,13,1,13,1,84
54,2,1,1,1,6,5,5,1,5,1,16,1,10,1,58
29,1,1,1,1,4,5,8,1,4,1,15,1,34,1,76
47,2,1,1,1,2,7,2,1,5,1,15,1,13,1,45
45,1,1,1,1,4,6,4,1,5,1,15,1,17,1,57
39,2,1,1,2,2,4,3,4,5,1,12,1,24,1,64
25,1,1,1,1,2,2,2,1,2,1,9,2,42,1,47
36,2,1,1,1,2,1,2,1,2,1,7,2,25,1,37
64,2,1,1,8,6,2,8,5,3,1,11,2,2,1,26
63,1,1,1,1,5,4,5,3,5,1,12,2,1,1,35
54,1,1,1,1,6,5,6,3,5,1,15,2,11,1,60
54,2,1,1,1,3,8,2,3,5,1,15,2,10,1,45
60,1,4,2,1,1,3,1,1,1,1,13,1,6,1,26
53,1,4,2,1,1,1,1,1,1,1,8,1,19,1,38
49,1,4,2,1,1,1,1,1,1,1,5,1,14,NA,30
43,2,4,2,1,1,1,1,1,1,1,NA,1,4,1,39
50,1,4,2,2,3,8,2,4,1,1,16,2,19,1,58
37,2,1,1,1,1,6,1,3,5,1,10,2,30,1,51
33,1,1,1,1,1,7,1,1,5,1,11,2,34,1,66
47,2,3,2,1,3,7,4,3,1,1,15,2,16,1,38
58,1,4,2,1,1,2,1,1,1,1,10,1,6,1,24
59,2,4,2,1,2,1,1,1,1,1,6,1,3,1,23
61,1,1,1,6,2,2,2,1,5,1,10,3,6,1,37
48,1,4,2,1,3,5,1,3,1,1,15,1,17,1,60
57,2,1,1,1,2,2,3,3,2,1,10,3,10,1,37
35,2,1,1,1,2,4,2,1,5,1,12,1,30,1,49
32,1,1,1,1,2,6,2,4,4,1,10,1,36,NA,58
49,1,1,1,1,2,9,2,2,5,1,12,3,19,1,40
52,2,1,1,1,8,0,2,4,5,1,11,3,13,1,35
60,1,1,1,1,5,4,5,4,5,1,16,3,8,1,44
25,2,1,1,1,2,4,2,1,5,1,10,1,31,1,47
27,2,1,1,1,2,4,1,1,3,1,7,1,14,1,73
63,2,1,1,1,8,3,5,4,4,1,11,3,4,1,33
38,1,4,2,1,1,2,1,1,1,1,12,3,30,1,25
62,1,1,1,1,2,4,4,3,3,1,15,3,4,1,36
56,2,4,1,1,6,5,6,2,1,1,17,2,7,1,43
51,2,3,1,2,4,2,2,4,5,1,9,1,15,1,43
49,1,1,1,1,2,4,2,2,5,1,16,1,13,1,62
57,2,1,1,1,6,2,3,2,5,1,15,2,6,1,45
58,1,1,1,1,6,5,6,4,5,1,14,2,4,1,41
50,1,1,1,1,2,2,2,4,4,1,14,2,16,1,52
21,2,1,1,1,2,2,2,1,4,1,10,1,28,1,44
45,1,1,1,1,2,1,2,1,2,15,7,1,24,1,39
42,2,1,1,1,2,6,2,1,3,15,7,1,13,1,35
37,1,1,1,1,2,1,2,2,2,15,8,1,31,1,41
50,1,4,2,1,2,1,2,1,4,15,12,1,15,1,54
55,2,4,2,1,4,8,5,2,1,15,16,1,4,1,29
54,2,1,1,1,2,1,2,3,2,15,14,1,10,1,41
64,1,1,1,1,2,6,2,3,3,15,9,3,4,1,43
38,1,1,1,1,2,1,2,1,2,15,7,1,31,1,52
41,2,1,1,1,2,1,2,1,2,15,7,1,17,1,35
57,1,1,1,1,6,5,6,2,4,15,12,1,8,1,41
35,2,4,2,6,2,1,2,4,1,15,11,1,33,1,38
37,1,1,1,1,2,8,2,1,3,15,11,1,31,2,57
43,2,3,2,1,8,4,2,1,1,15,7,1,10,1,34
40,1,1,1,1,5,4,2,1,2,15,7,1,29,1,53
34,1,1,1,1,2,6,2,3,3,15,7,1,34,1,35
29,1,1,1,1,2,6,2,4,2,15,6,3,38,1,47
62,2,1,1,1,2,2,3,1,3,15,12,3,3,1,35
54,1,1,1,1,3,6,2,1,4,15,9,1,14,1,41
56,2,1,1,1,3,4,6,3,3,15,11,1,10,1,41
27,1,1,1,1,2,1,2,1,2,15,7,1,41,2,53
27,2,1,1,1,1,1,2,1,2,15,7,1,38,1,26
25,2,1,1,1,2,6,2,1,2,15,6,3,42,NA,30
30,1,1,1,1,2,2,2,1,2,15,14,1,31,1,65
31,2,1,1,1,2,6,2,1,2,15,14,1,20,1,73
53,2,4,2,1,1,1,1,4,1,15,7,1,14,1,16
47,1,1,1,1,2,1,2,1,2,15,7,1,21,3,165
49,2,1,1,1,2,1,2,1,2,15,7,1,18,1,35
50,1,1,1,1,2,7,2,3,3,15,9,1,18,1,47
59,2,1,1,6,2,1,2,1,2,15,12,2,6,1,20
59,1,1,1,1,2,1,4,1,2,15,11,2,6,1,40
33,1,1,1,1,2,1,2,1,2,15,12,1,31,1,52
28,2,1,1,2,3,2,3,4,4,15,14,1,33,1,52
49,2,4,2,1,4,7,5,4,1,15,9,3,12,1,19
47,1,1,1,1,2,5,2,1,2,15,9,1,20,1,36
22,2,1,1,1,2,4,2,1,2,15,6,3,46,1,41
19,2,1,1,1,2,2,2,1,2,15,6,1,35,1,33
48,1,1,1,1,1,8,4,3,4,15,20,1,20,1,81
47,2,1,1,1,5,4,4,3,3,15,20,1,12,1,41
26,2,1,1,1,2,4,2,1,2,15,8,1,25,1,29
19,1,1,1,1,2,6,2,1,5,15,13,1,48,1,62
47,2,1,1,1,2,2,2,4,2,15,12,1,10,1,26
47,1,1,1,2,2,7,2,4,4,15,12,1,17,2,44
55,1,1,1,1,2,7,4,2,5,15,11,1,11,1,30
58,2,1,1,1,2,7,4,2,3,15,10,1,8,5,7
24,2,1,1,1,2,1,2,4,2,15,6,1,28,1,53
35,1,1,1,1,2,1,2,1,2,15,8,1,32,2,43
34,2,1,1,1,2,7,2,2,3,15,15,1,25,1,44
55,2,1,1,1,2,6,2,1,4,15,11,1,11,1,55
53,1,1,1,1,2,1,2,1,3,15,10,1,14,1,52
20,2,1,1,2,8,0,2,4,2,15,6,3,46,1,35
28,1,4,2,1,2,6,2,1,1,15,11,1,40,1,43
33,2,1,1,1,2,6,2,1,3,15,8,1,35,1,57
51,1,1,1,1,2,3,2,4,3,15,7,3,17,2,45
54,2,1,1,1,2,8,2,2,3,15,9,1,14,1,37
56,1,1,1,1,3,2,4,2,2,15,11,1,10,1,45
44,2,1,1,5,2,1,2,1,2,15,10,1,22,2,50
35,2,1,1,1,1,1,1,1,2,15,7,1,20,1,31
45,1,1,1,1,2,2,2,1,2,15,13,1,17,1,47
47,2,1,1,1,2,2,2,3,3,15,13,1,17,1,34
28,1,1,1,1,2,1,2,1,2,15,7,3,39,2,42
44,2,1,1,1,2,2,2,1,2,15,7,1,24,1,37
39,1,1,1,2,1,7,1,3,3,15,8,1,29,NA,35
40,1,1,1,1,2,2,2,4,3,15,10,1,28,1,44
42,2,1,1,1,2,1,4,2,2,15,14,1,18,1,49
40,2,1,1,1,1,1,4,1,2,15,8,1,28,1,47
51,1,1,1,1,2,2,2,3,3,15,12,1,17,1,55
23,2,1,1,1,1,1,1,1,2,15,7,1,29,1,40
30,1,1,1,1,2,1,2,1,2,15,10,3,29,1,70
38,2,1,1,1,1,1,1,1,2,15,14,1,30,3,85
54,2,1,1,1,3,6,2,4,4,15,10,1,11,1,40
48,1,1,1,1,2,6,2,2,3,15,12,1,16,1,74
38,2,1,1,1,1,2,1,1,2,14,12,1,20,1,99
38,1,1,1,1,4,2,1,4,3,14,10,1,30,1,56
30,1,1,1,1,1,8,1,1,4,14,9,1,38,1,44
30,2,1,1,1,8,8,2,2,3,14,10,1,36,1,36
44,2,1,1,1,3,6,1,3,3,15,8,1,20,1,25
39,1,1,1,1,6,5,6,3,2,15,15,1,23,1,53
36,2,1,1,1,1,8,1,1,2,15,7,1,31,1,37
23,1,1,1,1,2,6,2,1,3,15,11,1,40,1,97
63,2,1,1,1,8,2,8,2,3,15,11,2,4,1,33
55,1,1,1,2,1,6,3,4,4,15,13,2,14,1,32
56,2,1,1,1,1,2,4,3,3,15,10,2,8,1,39
52,1,1,1,6,2,2,4,1,2,15,16,2,10,1,46
56,1,1,1,1,4,5,4,4,4,15,13,3,8,1,43
41,1,1,1,1,2,2,2,1,3,15,15,1,20,1,58
43,2,1,1,1,2,8,2,1,2,15,17,1,20,1,59
42,1,1,1,1,4,4,2,1,3,15,10,3,21,1,49
54,2,4,2,1,8,4,1,4,3,15,13,3,13,1,50
32,1,1,1,1,1,1,1,1,2,15,11,1,30,1,52
59,1,1,1,1,2,8,6,4,3,15,11,2,7,1,42
62,2,1,1,1,2,8,4,4,3,15,11,2,4,1,46
45,2,1,1,1,2,6,2,1,4,15,9,1,7,1,32
43,1,1,1,1,2,7,2,2,2,15,7,1,24,1,51
44,1,1,1,1,2,7,2,1,4,15,8,2,23,1,24
45,2,1,1,1,2,8,2,1,3,15,10,2,22,1,52
25,2,1,1,1,2,5,2,3,4,15,10,1,40,1,40
38,1,1,1,1,3,5,2,3,3,15,8,1,29,1,56
45,2,1,1,1,2,1,2,1,2,15,15,1,21,1,48
33,2,1,1,1,2,1,2,1,2,15,9,1,20,1,44
52,2,1,1,1,2,1,2,1,2,15,18,1,9,1,34
45,2,1,1,1,2,7,2,3,2,15,8,2,20,1,42
52,2,4,2,2,8,1,5,4,1,13,13,3,3,NA,35
48,1,4,2,1,3,6,3,1,1,13,12,2,18,NA,34
59,2,2,2,5,2,8,2,3,1,13,9,2,7,1,34
30,1,1,1,1,2,6,2,2,4,13,16,3,29,2,58
61,2,1,1,1,2,7,2,1,3,13,11,3,5,1,35
50,1,4,2,1,3,1,1,1,1,13,8,2,14,1,41
59,2,1,1,1,2,4,5,4,4,13,11,2,5,1,36
54,1,1,1,3,3,6,4,2,3,13,9,3,13,1,41
36,2,4,2,1,3,2,1,1,1,14,5,1,20,1,40
45,1,1,1,1,2,2,4,1,5,14,15,1,19,1,74
42,2,1,1,2,8,2,2,4,3,14,8,1,22,1,45
50,1,1,1,1,6,3,4,2,3,14,17,1,12,1,89
51,2,1,1,1,2,2,2,2,3,14,12,1,15,1,42
21,1,1,1,1,2,4,2,1,3,14,16,1,39,1,121
27,2,1,1,1,2,5,2,1,5,14,11,1,17,1,45
45,1,1,1,1,5,2,2,1,4,14,17,3,13,1,47
59,1,1,1,1,2,7,2,1,5,14,9,3,10,1,40
39,1,1,1,1,6,4,4,1,5,14,13,1,22,1,73
58,2,1,1,2,2,1,6,2,2,14,13,2,4,NA,34
53,1,1,1,1,2,8,2,4,5,14,11,2,13,1,47
22,2,1,1,1,1,1,1,1,2,14,6,1,21,1,36
44,2,1,1,1,5,4,4,1,5,14,11,1,19,1,26
42,1,1,1,1,5,4,4,1,5,14,15,1,18,1,53
52,1,4,2,1,2,2,3,1,1,14,25,1,6,1,31
33,1,1,1,6,8,0,2,1,2,13,6,1,34,1,55
34,2,1,1,1,2,1,2,1,3,13,10,1,14,NA,35
55,2,1,1,3,4,6,4,2,3,13,12,3,12,1,109
53,1,1,1,1,6,4,2,1,5,13,14,1,9,1,50
50,1,1,1,4,4,4,4,2,4,13,15,1,11,1,39
29,2,1,1,1,2,2,2,4,2,14,17,3,35,1,46
21,2,4,2,1,5,5,2,1,1,15,14,1,25,1,65
39,1,1,1,1,2,9,2,1,5,14,10,1,29,1,48
41,2,1,1,1,2,5,2,1,5,14,16,1,12,1,50
45,1,1,1,1,2,5,2,2,4,14,14,1,18,1,52
50,1,4,2,1,3,7,2,2,1,14,9,1,17,1,45
34,1,1,1,1,2,4,2,1,3,14,8,1,35,1,70
61,1,1,1,1,2,6,8,3,5,15,11,3,5,1,42
26,2,1,1,1,2,5,3,3,5,14,10,3,26,1,41
39,2,1,1,1,1,4,1,2,5,14,13,3,13,1,28
62,2,1,1,1,5,4,2,3,4,14,12,2,6,1,33
59,2,1,1,1,5,4,6,3,4,14,15,2,4,1,35
44,1,1,1,1,2,8,2,4,5,14,10,3,24,1,55
49,1,1,1,1,2,6,2,2,3,14,10,1,19,1,40
54,1,1,1,1,3,5,4,2,5,14,14,1,9,1,37
54,2,1,1,1,2,7,4,2,2,14,10,1,6,1,35
55,2,1,1,1,2,6,4,1,5,14,10,1,10,1,34
54,1,1,1,1,2,6,2,2,5,14,13,1,10,1,44
57,1,1,1,1,2,8,3,3,5,14,13,1,9,1,45
62,2,1,1,1,6,5,3,2,5,14,11,2,4,1,35
52,1,1,1,1,4,4,8,1,5,14,12,2,6,1,35
55,2,4,2,1,2,3,3,4,1,14,14,1,7,1,35
46,1,4,2,1,3,2,6,3,1,14,11,1,16,1,52
43,2,1,1,1,2,1,2,1,2,14,9,3,14,1,36
57,2,1,1,1,3,5,4,3,5,14,14,2,8,1,40
53,1,1,1,6,4,2,4,1,5,14,13,2,12,1,44
48,1,1,1,1,2,6,2,4,4,14,13,3,16,1,49
43,2,1,1,1,1,6,2,1,2,7,7,1,25,1,35
41,1,1,1,1,1,1,1,1,2,7,7,1,26,1,37
40,1,1,1,1,2,1,2,1,2,7,11,2,24,1,51
39,2,1,1,1,2,1,2,1,2,7,7,2,23,1,29
46,2,1,1,4,2,6,2,4,3,7,8,1,18,1,34
43,1,1,1,1,1,6,1,1,2,7,6,1,23,1,49
60,1,1,1,1,4,1,4,1,3,5,15,3,8,NA,30
25,2,1,1,1,1,1,1,1,2,7,6,1,2,NA,29
11,1,1,1,1,1,1,1,1,2,7,6,1,56,NA,25
28,2,1,1,7,2,5,2,4,4,7,9,1,24,NA,55
30,1,1,1,1,2,1,3,1,2,7,6,1,38,1,63
48,2,1,1,1,2,6,2,1,3,7,11,1,22,1,44
28,1,1,1,1,2,1,2,1,2,7,6,1,40,1,42
31,2,1,1,1,2,6,2,1,3,7,6,1,19,1,165
33,2,1,1,1,1,1,1,1,2,7,6,1,11,1,40
31,1,1,1,1,3,1,1,1,2,7,7,1,36,3,35
49,2,1,1,1,2,1,2,1,2,7,7,1,18,1,43
49,1,1,1,1,2,6,2,1,2,7,8,1,18,1,44
45,1,1,1,1,2,1,2,1,2,7,7,1,23,1,38
21,1,1,1,7,5,4,2,4,2,6,6,1,47,1,40
27,2,1,1,1,2,1,2,1,2,6,6,1,16,1,38
61,2,1,1,2,2,2,2,1,4,6,12,3,4,1,38
52,1,1,1,1,2,6,2,4,3,6,12,1,12,1,40
54,2,1,1,1,2,2,2,1,3,6,10,1,6,NA,35
22,1,1,1,1,1,1,1,1,2,6,10,1,46,1,56
24,2,1,1,1,2,6,1,1,3,6,7,1,35,1,37
14,1,1,1,1,1,2,1,1,2,6,7,1,54,5,18
44,1,1,1,1,2,1,2,1,2,6,7,1,25,2,37
60,2,1,1,1,2,2,2,2,3,6,12,2,4,1,38
32,2,1,1,1,1,2,1,1,4,6,8,1,25,1,46
44,1,1,1,1,2,2,2,1,2,6,7,1,24,1,38
42,1,1,1,1,1,4,2,1,3,6,7,1,25,1,45
43,2,1,1,1,1,9,2,4,3,6,8,1,15,1,37
47,2,1,1,1,2,6,2,2,2,6,16,2,14,1,56
54,1,1,1,1,2,2,2,1,3,6,15,3,11,1,48
32,1,1,1,1,2,1,2,1,2,6,6,1,35,3,80
35,2,1,1,1,1,8,1,1,2,6,9,1,15,1,31
31,1,1,1,1,1,1,1,1,2,6,6,1,36,2,28
58,2,1,1,1,2,6,2,1,3,6,9,1,9,1,40
59,1,1,1,1,2,6,2,1,3,6,13,1,4,1,35
39,1,1,1,6,2,2,4,4,2,6,8,3,28,1,43
37,2,1,1,1,3,1,2,1,2,6,13,1,27,1,38
45,2,1,1,1,2,7,2,1,3,6,11,1,21,2,39
43,1,1,1,7,2,6,2,1,3,6,8,1,24,1,38
45,1,1,1,1,2,2,2,1,3,6,11,1,18,2,45
49,2,1,1,1,5,4,4,1,3,6,10,1,10,1,36
18,1,1,1,4,1,1,1,1,3,6,7,1,50,2,41
22,2,1,1,1,1,1,1,4,2,6,7,1,45,2,41
49,1,1,1,1,2,1,2,1,2,6,7,1,18,1,37
56,1,3,1,3,2,2,4,3,4,6,9,1,12,1,41
56,2,1,1,1,1,1,2,1,2,6,9,1,11,1,31
58,1,1,1,1,2,6,2,4,3,6,11,3,7,1,39
22,2,1,1,1,1,1,1,1,2,6,6,1,18,1,36
45,1,1,1,1,2,6,2,2,3,6,8,3,23,1,39
42,1,4,2,1,2,6,2,1,1,6,9,3,26,1,25
48,1,1,1,1,2,6,2,3,3,7,17,1,20,1,49
48,2,1,1,1,2,6,2,4,2,7,16,1,14,NA,50
28,1,1,1,1,2,6,2,1,5,7,9,1,40,1,33
49,1,1,1,1,2,1,2,1,2,7,14,1,13,1,70
49,2,1,1,1,2,1,2,1,2,7,10,1,13,1,41
19,1,1,1,1,2,2,2,1,2,7,6,1,50,1,39
21,2,1,1,1,4,1,2,1,2,7,7,1,46,NA,35
39,2,1,1,1,2,6,2,1,4,7,7,3,15,1,42
52,1,1,1,1,4,4,4,2,3,7,14,3,12,2,49
45,2,4,2,1,2,1,2,1,1,7,7,1,17,1,28
60,2,3,1,1,3,2,5,2,3,7,13,1,4,NA,38
56,1,1,1,1,6,5,4,1,2,7,15,1,7,1,36
53,1,1,1,1,2,5,4,2,4,7,13,1,10,1,52
32,2,1,1,1,2,6,2,1,2,6,10,2,27,1,66
33,1,1,1,1,2,6,2,4,4,6,7,2,34,1,70
52,2,4,2,1,2,7,2,3,1,6,14,1,13,1,40
48,1,1,1,1,4,4,4,3,4,6,16,1,16,1,60
52,2,4,2,1,2,1,2,1,1,6,8,1,16,1,23
53,1,4,2,1,2,1,2,1,1,6,13,1,15,1,31
58,2,1,1,1,2,2,2,2,4,6,10,2,10,1,52
56,1,1,1,1,2,7,2,2,4,6,9,2,12,1,35
57,2,1,1,1,2,6,2,2,4,6,11,3,9,1,32
44,1,1,1,1,2,7,2,1,4,6,15,1,25,2,51
52,2,1,1,1,2,4,2,4,4,6,13,1,15,1,41
42,1,1,1,1,2,4,2,1,4,6,13,1,26,1,52
26,2,1,1,1,3,2,2,1,2,6,13,1,16,1,40
20,1,1,1,1,4,2,3,4,2,6,15,1,46,1,84
58,1,1,1,1,2,4,2,4,4,6,9,1,9,1,36
62,2,1,1,1,2,6,2,4,4,6,9,1,6,1,33
33,1,1,1,2,2,1,2,4,2,6,10,3,26,1,35
49,2,1,1,1,2,9,5,4,3,10,20,1,8,1,38
47,1,1,1,1,2,4,2,3,3,10,18,1,11,1,49
50,2,1,1,1,2,1,2,1,2,10,10,1,9,NA,70
41,2,1,1,1,2,6,2,1,2,10,7,1,4,NA,35
42,1,1,1,7,2,6,2,1,2,10,11,1,21,1,43
48,2,1,1,1,2,2,2,1,3,10,9,1,13,1,31
42,1,1,1,1,1,2,3,1,2,10,7,1,28,1,41
46,2,1,1,1,8,1,2,1,2,10,12,1,8,1,34
40,1,1,1,1,2,1,2,1,2,10,7,1,27,1,48
39,1,1,1,1,2,7,2,1,2,10,11,3,29,1,37
56,1,1,1,1,2,7,2,2,2,10,9,2,12,1,38
60,2,1,1,3,2,6,1,1,3,10,11,2,7,1,37
58,2,1,1,1,6,5,2,1,3,10,9,1,9,1,35
51,1,1,1,1,6,4,3,1,3,10,9,1,15,1,45
30,2,1,1,1,2,8,2,1,2,10,7,1,15,1,37
19,1,1,1,1,2,1,2,1,2,10,7,1,49,3,54
43,1,1,1,1,2,8,2,1,3,10,12,2,22,NA,35
51,2,1,1,1,2,2,2,4,3,10,10,2,13,1,38
27,2,1,1,1,2,4,2,1,3,10,8,1,27,1,54
25,1,1,1,1,1,6,1,1,2,10,6,1,43,1,47
61,2,1,1,1,1,1,5,2,2,10,11,1,6,1,53
60,1,1,1,1,2,6,2,4,3,10,9,1,7,1,33
39,1,1,1,1,8,6,2,1,2,10,7,1,28,1,46
44,2,2,2,2,2,1,2,2,1,10,8,1,13,1,44
48,1,4,2,1,3,8,1,1,1,10,16,2,16,1,41
54,2,1,1,1,2,6,2,4,3,10,11,2,13,1,36
30,2,1,1,1,2,6,2,1,2,10,6,1,35,1,38
25,2,1,1,1,1,6,1,1,3,10,7,1,21,1,31
60,2,1,1,1,6,5,2,2,3,10,9,2,5,NA,35
54,1,1,1,1,2,8,2,1,3,10,9,2,13,1,55
39,1,1,1,1,2,6,2,4,3,10,10,1,29,1,42
38,2,1,1,1,2,6,2,1,3,10,9,1,23,NA,17
65,1,1,1,1,2,1,2,4,2,10,11,2,2,1,38
35,2,1,1,3,2,1,2,1,2,10,7,1,30,1,36
42,1,1,1,1,4,4,2,1,3,10,18,1,21,1,46
59,1,1,1,1,2,6,2,4,3,10,9,2,9,1,36
60,2,1,1,1,3,5,5,4,3,10,10,2,8,1,30
46,1,1,1,1,2,2,2,1,2,10,11,1,18,1,36
35,2,1,1,1,2,5,2,1,2,10,7,1,15,1,40
24,1,1,1,1,3,1,2,1,2,10,7,1,50,1,45
53,1,1,1,1,2,7,2,1,3,10,10,1,14,1,38
49,1,1,1,1,2,3,2,1,4,10,15,2,15,1,72
44,2,1,1,1,2,8,4,1,3,10,13,2,21,1,44
52,2,1,1,1,2,9,2,3,2,10,14,1,8,1,30
52,2,1,1,1,2,1,2,2,2,10,9,2,16,1,36
48,1,1,1,1,2,8,2,2,2,10,8,2,20,1,42
46,1,1,1,1,2,1,2,1,2,10,7,1,22,1,38
48,2,1,1,1,2,6,2,1,3,10,8,1,14,1,38
47,2,1,1,1,3,2,3,1,3,10,14,1,9,1,47
45,1,1,1,1,6,5,4,1,3,10,15,1,20,1,52
26,1,1,1,1,4,2,1,2,3,10,8,1,40,1,41
40,1,1,1,2,8,0,2,1,2,10,12,1,23,1,48
44,2,1,1,1,2,4,2,1,3,10,8,1,25,1,51
44,1,1,1,1,2,6,2,3,3,10,7,1,24,1,44
57,2,1,1,1,2,4,2,2,3,10,9,1,9,1,39
57,1,1,1,1,2,7,2,1,3,10,11,1,9,1,41
44,2,1,1,1,2,6,2,2,2,10,7,1,11,1,43
43,1,4,2,1,2,5,2,4,1,10,8,1,21,1,55
44,2,1,1,1,2,4,2,4,3,10,8,1,15,1,38
45,2,1,1,7,8,0,8,1,2,10,8,1,20,1,26
39,1,1,1,1,2,1,2,1,2,10,13,1,29,1,53
25,1,1,1,1,2,6,2,3,4,12,17,1,44,1,57
27,2,1,1,1,2,2,2,1,4,12,12,1,18,1,43
52,1,4,2,7,6,5,4,1,1,12,15,1,16,2,41
57,2,1,1,3,3,2,1,4,2,12,12,1,9,1,48
52,1,1,1,1,4,4,4,1,4,12,11,1,14,1,52
43,2,1,1,1,2,7,2,2,3,12,14,1,20,1,52
52,1,1,1,1,2,6,2,1,3,12,8,2,16,1,47
54,2,1,1,1,2,4,2,2,3,12,13,2,11,1,45
46,2,4,2,1,1,1,1,1,1,12,8,1,13,1,47
39,1,4,2,1,1,1,1,1,1,12,8,1,28,1,41
29,2,1,1,1,2,6,2,1,3,12,13,1,29,1,45
25,1,1,1,1,2,4,2,1,3,12,10,1,43,1,110
38,2,1,1,1,2,6,2,2,3,12,7,1,22,1,28
43,2,1,1,1,4,5,4,4,3,12,14,3,19,1,44
50,2,4,1,1,2,1,2,1,1,12,8,1,10,1,42
47,1,1,1,1,4,4,2,2,4,12,16,1,19,1,53
18,1,1,1,1,3,2,2,1,4,12,13,1,49,NA,70
44,1,1,1,1,3,2,1,1,5,12,16,1,24,1,41
23,2,1,1,1,2,5,2,1,5,12,20,3,42,1,51
48,1,1,1,1,2,6,2,1,2,12,17,1,17,1,87
